City,State,BankState,Term,NoEmp,NewExist,UrbanRural,DisbursementGross,MIS_Status
GORHAM (CENSUS NAME FOR G,ME,OH,66,1,Existing Business,Undefined,25000,0
HOUSTON,TX,SD,36,4,New Business,Urban,42799,1
BRADFORD,RI,RI,36,1,Existing Business,Rural,78876,0
Skowhegan (census name for Sko,ME,OH,12,7,Existing Business,Undefined,50000,0
CALDWELL,ID,IA,14,4,New Business,Rural,75000,0
Caribou,ME,OH,32,5,New Business,Undefined,32500,1
HOPKINS,MN,SD,80,4,New Business,Urban,59228,0
BURLINGTON,VT,OH,84,4,New Business,Undefined,63000,0
OCEANSIDE,CA,SD,84,5,New Business,Urban,56900,0
Seattle,WA,OH,83,2,Existing Business,Undefined,20000,0
BURLINGTON,VT,OH,60,4,New Business,Undefined,50000,0
OCEANSIDE,CA,SD,60,5,New Business,Urban,55000,0
Bellingham,WA,OH,84,1,New Business,Undefined,50000,0
Colville,WA,OH,11,11,New Business,Undefined,75000,1
Newburgh,NY,OH,60,2,New Business,Undefined,32135,0
New Hartford,NY,OH,84,2,New Business,Undefined,35000,0
Latham,NY,OH,60,3,New Business,Undefined,50000,0
Dover,NH,OH,60,8,New Business,Undefined,150000,0
Albany,NY,OH,48,5,New Business,Undefined,65000,0
Friday Harbor,WA,OH,70,2,New Business,Undefined,110000,0
ROCHESTER,NY,NY,138,10,New Business,Undefined,183642,1
LAKE OSWEGO,OR,OH,12,11,New Business,Undefined,15000,0
Nashua,NH,OH,60,13,New Business,Undefined,40000,0
Hollis,NH,OH,60,9,New Business,Undefined,50000,0
CASPER,WY,WY,60,2,Existing Business,Urban,30000,0
Lockport,NY,OH,84,5,New Business,Undefined,120000,0
Rockland,ME,OH,180,3,New Business,Rural,127000,0
ATLANTA,GA,FL,240,6,New Business,Urban,263000,0
Sharon (Town of),MA,RI,84,24,New Business,Undefined,130000,0
Tarrytown,NY,OH,60,4,New Business,Undefined,100000,0
Mahopac,NY,OH,40,8,New Business,Undefined,25000,0
BEDFORD,NH,OH,60,6,New Business,Undefined,50000,0
CORNISH,ME,OH,180,6,Existing Business,Rural,80000,0
Portland,ME,OH,72,5,Existing Business,Undefined,85000,0
LINDON,UT,UT,240,3,New Business,Rural,264000,0
NEW WINDSOR (CENSUS NAME,NY,OH,60,4,Existing Business,Undefined,38000,0
SPRINGFIELD,MO,MO,52,5,New Business,Urban,248533,1
Nashua,NH,OH,60,5,Existing Business,Undefined,65000,0
PLAINVIEW,NY,NY,60,10,New Business,Undefined,103500,0
Nashua,NH,OH,60,5,Existing Business,Undefined,53000,0
Middletown,NY,OH,60,3,Existing Business,Undefined,55000,0
WARWICK (RR NAME APPONAUG),RI,RI,240,5,Existing Business,Rural,298000,0
Lee,ME,OH,180,12,New Business,Rural,115000,0
Amherst,NH,OH,60,3,New Business,Undefined,75000,0
STERLING CITY,TX,TX,120,3,New Business,Rural,126995,0
CHICAGO,IL,IL,87,20,New Business,Undefined,350000,1
HOLBROOK,NY,NY,25,5,New Business,Undefined,93500,1
Ellenville,NY,OH,48,2,Existing Business,Urban,22000,0
Ontario,NY,OH,60,4,Existing Business,Urban,35000,0
East Baldwin (RR name Mattocks,ME,OH,240,5,New Business,Rural,93600,0
Waterville,ME,OH,84,5,New Business,Rural,100000,0
Croghan,NY,OH,240,40,New Business,Urban,72000,0
WOODLAWN,MD,MD,60,10,Existing Business,Rural,126000,0
BLOOMINGDALE,IL,IL,66,2,Existing Business,Undefined,75000,1
Syracuse,NY,OH,60,10,New Business,Urban,25000,0
Amenia,NY,OH,32,6,Existing Business,Urban,55000,1
Topsham (census name for Topsh,ME,OH,60,5,New Business,Rural,52000,0
BELLINGHAM,WA,WA,87,2,New Business,Rural,60200,1
Topsham (census name for Topsh,ME,OH,60,5,New Business,Rural,100000,0
Sackets Harbor,NY,OH,84,6,New Business,Urban,50800,0
Hooksett (census name for Hook,NH,OH,240,3,New Business,Urban,65000,0
Hamburg,NY,OH,65,1,New Business,Urban,78800,1
OGUNQUIT,ME,CT,60,8,New Business,Undefined,10000,0
AUBURN,ME,OH,84,3,New Business,Urban,105000,0
Pittsford,NY,OH,84,8,Existing Business,Urban,25000,0
CAMBRIDGE,MA,RI,84,11,New Business,Undefined,85000,0
Kingfield,ME,OH,60,2,Existing Business,Rural,14000,0
SAINT LOUIS,MO,SD,42,7,New Business,Urban,49043,1
NANTUCKET,MA,MA,84,8,Existing Business,Undefined,40000,0
Cumberland Center,ME,OH,24,1,Existing Business,Rural,20000,1
CHICAGO,IL,CA,93,5,New Business,Urban,290000,1
Waterville,ME,OH,47,20,New Business,Rural,35000,1
AVON,CT,RI,84,1,Existing Business,Undefined,50000,0
Mount Kisco,NY,OH,60,2,Existing Business,Urban,120000,0
NEPTUNE BEACH,FL,NY,91,15,New Business,Urban,143000,1
TULSA,OK,OK,144,14,New Business,Undefined,1508300,0
Derry (census name for Derry C,NH,OH,84,7,Existing Business,Urban,20000,0
SANDPOINT,ID,SD,83,12,New Business,Rural,80625,0
Selkirk,NY,OH,48,1,Existing Business,Urban,15000,0
BLOCK ISLAND,RI,RI,120,30,New Business,Undefined,50000,0
Syracuse,NY,OH,84,55,Existing Business,Urban,102000,0
LAKEWOOD CENTER (CENSUS NAME L,WA,IL,58,12,New Business,Rural,47796,1
Rochester,NY,OH,60,6,New Business,Urban,144000,0
CRANSTON,RI,RI,60,2,Existing Business,Undefined,84000,0
Tonawanda (city),NY,OH,72,10,Existing Business,Urban,62000,0
OKLAHOMA CITY,OK,OK,84,5,New Business,Undefined,70000,0
ATHENS,WI,WI,120,10,New Business,Undefined,18250,0
HUNTINGTON PARK,CA,CA,59,1,Existing Business,Urban,10000,1
CAMBRIDGE,MA,MA,240,16,New Business,Undefined,196000,0
WATERVILLE,ME,OH,180,4,New Business,Rural,100000,0
MILWAUKEE,WI,CA,84,1,Existing Business,Urban,5000,0
NEW WINDSOR,NY,OH,60,1,Existing Business,Urban,66100,0
NEW BALTIMORE,MI,TX,120,5,Existing Business,Undefined,175000,0
Kingston,NY,OH,84,3,Existing Business,Urban,120000,0
RINGGOLD,GA,CA,57,6,New Business,Urban,20000,1
Rockland,ME,OH,66,2,Existing Business,Rural,150000,0
SEATTLE,WA,CA,144,2,Existing Business,Undefined,135000,0
Whitesboro,NY,OH,60,12,New Business,Urban,100000,0
Cohoes,NY,OH,60,10,Existing Business,Urban,135000,0
WACO,TX,SD,1,11,New Business,Urban,97081,1
LOUISVILLE,KY,KY,74,3,Existing Business,Undefined,65000,0
Windham,NY,OH,120,3,New Business,Urban,112000,0
LOS ANGELES,CA,SD,36,2,Existing Business,Urban,70178,1
CLEVELAND HEIGHTS,OH,IL,60,7,New Business,Undefined,150000,0
Oxford (sta.) (Welchville),ME,OH,240,2,New Business,Rural,70000,0
WARNER ROBINS,GA,GA,49,2,Existing Business,Rural,125000,1
Feura Bush,NY,OH,60,7,Existing Business,Urban,50000,0
MISSOULA,MT,SD,60,1,Existing Business,Urban,61557,0
CROTON,OH,OH,84,6,New Business,Undefined,66000,0
Ontario,NY,OH,60,3,New Business,Urban,35600,0
MANCHESTER,NH,NH,240,6,New Business,Undefined,83000,0
Wappingers Falls,NY,OH,32,3,Existing Business,Urban,50000,1
SAN MARCOS,TX,NC,149,1,Existing Business,Undefined,267000,1
Watertown,NY,OH,84,2,Existing Business,Urban,51000,0
ARLINGTON,VA,MD,84,1,Existing Business,Rural,425000,0
JOHNSTON,RI,MA,120,4,New Business,Undefined,90000,0
MAPLEWOOD,MN,OH,103,2,New Business,Undefined,140000,0
Kenmore,NY,OH,60,112,New Business,Urban,45500,0
ROCKLIN,CA,OH,77,3,Existing Business,Urban,327300,1
Little Falls,NY,OH,84,14,New Business,Urban,76500,0
PARKER,CO,IL,48,5,New Business,Undefined,120000,0
North Bangor,NY,OH,240,12,Existing Business,Urban,110000,0
SAN JOSE,CA,CA,42,1,New Business,Urban,5000,0
JAMESTOWN,RI,RI,84,5,New Business,Undefined,125000,0
Old Town,ME,OH,180,2,New Business,Rural,112000,0
RICHMOND,VA,VA,84,1,New Business,Undefined,90000,0
Hooksett (census name for Hook,NH,OH,84,4,New Business,Urban,100000,0
AURORA,CO,CO,31,26,New Business,Undefined,250000,1
Rochester,NY,OH,60,5,New Business,Urban,50500,0
Rochester,NY,OH,60,3,Existing Business,Urban,20000,0
TUCSON,AZ,CA,74,8,Existing Business,Rural,197000,1
Hudson,NH,OH,60,23,New Business,Urban,150000,0
QUINCY,IL,IL,72,1,Existing Business,Urban,85000,0
JAMISON,PA,DE,120,1,Existing Business,Undefined,150000,0
CAMARILLO,CA,CA,120,1,New Business,Undefined,271500,0
PLANO,TX,TX,60,6,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,36,1,New Business,Undefined,50000,0
OLYPHANT,PA,PA,60,2,Existing Business,Rural,80000,0
POWAY,CA,CA,83,40,New Business,Undefined,100000,0
ESCONDIDO,CA,CA,16,6,New Business,Undefined,20000,1
ANAHEIM,CA,CA,36,1,New Business,Undefined,32812,0
SAN DIEGO,CA,CA,83,10,New Business,Undefined,50000,0
SAN FRANCISCO,CA,CA,84,2,New Business,Undefined,100000,0
NAPPANEE,IN,OH,60,32,New Business,Undefined,119000,0
COLUMBUS,OH,OH,60,11,New Business,Undefined,50000,0
MISSION VIEJO,CA,CA,36,2,New Business,Undefined,50000,0
NOBLESVILLE,IN,SD,114,2,Existing Business,Rural,156000,0
HOBBS,NM,NM,32,1,New Business,Undefined,62850,1
LOS ANGELES,CA,CA,7,15,New Business,Undefined,100591,0
JACKSON,MS,MS,120,10,New Business,Undefined,141000,0
LAS VEGAS,NV,CA,83,1,New Business,Undefined,100000,0
SANTA CLARITA,CA,CA,300,1,Existing Business,Urban,493000,0
FRESNO,CA,CA,84,5,New Business,Undefined,50000,0
TURNER,ME,ME,36,1,Existing Business,Rural,20000,0
HOLLISTER,CA,CA,84,6,New Business,Undefined,80000,0
SAN DIEGO,CA,CA,36,2,New Business,Undefined,25000,0
EASTMAN,GA,GA,86,2,Existing Business,Rural,92000,1
LITTLE CHUTE,WI,WI,180,4,New Business,Undefined,45000,0
IRVINE,CA,CA,4,8,New Business,Undefined,99193,1
FULLERTON,CA,CA,36,7,New Business,Undefined,63000,0
OAKLAND,CA,CA,36,5,New Business,Undefined,50000,0
SEATTLE,WA,WA,84,2,Existing Business,Undefined,25500,0
SAN FRANCISCO,CA,CA,36,1,New Business,Undefined,12000,0
NOVATO,CA,CA,120,18,Existing Business,Undefined,110000,0
MONROVIA,CA,CA,36,20,New Business,Undefined,50000,0
SANTA ANA,CA,CA,36,4,New Business,Undefined,50000,0
MARIETTA,GA,GA,300,7,New Business,Undefined,555000,0
FRESNO,CA,CA,36,2,New Business,Undefined,10000,0
ABERDEEN,WA,WA,240,20,New Business,Rural,2000000,0
TROY,OH,OH,63,10,New Business,Undefined,71000,0
SAN YSIDRO,CA,CA,84,28,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,36,15,New Business,Undefined,50000,0
ALAMOGORDO,NM,NM,240,1,New Business,Rural,701000,0
SAN DIEGO,CA,CA,83,4,New Business,Undefined,50000,0
MONTEREY PARK,CA,CA,84,1,New Business,Undefined,40000,0
COSTA MESA,CA,CA,36,20,New Business,Undefined,100000,0
BAKERSFIELD,CA,CA,36,15,New Business,Undefined,100000,0
SAN DIEGO,CA,CA,36,3,New Business,Undefined,50000,0
WHITEDEER,TX,TX,66,4,New Business,Undefined,50000,1
TORRANCE,CA,CA,56,1,New Business,Undefined,30000,0
WESTMINSTER,CA,CA,36,5,New Business,Undefined,50000,0
LAGUNA NIGUEL,CA,CA,36,4,New Business,Undefined,50000,0
POMONA,CA,CA,36,4,New Business,Undefined,119999,0
ABILENE,TX,TX,240,15,New Business,Urban,1352000,0
ANAHEIM,CA,CA,36,15,New Business,Undefined,100000,0
ALLENTOWN,PA,PA,60,4,New Business,Undefined,50000,0
SAN DIEGO,CA,CA,36,2,New Business,Undefined,50000,0
ALBUQUERQUE,NM,NM,12,8,Existing Business,Undefined,95391,0
PLEASANTON,CA,CA,36,3,New Business,Undefined,25000,0
HUNTSVILLE,AL,AL,240,4,New Business,Undefined,85000,0
CYPRESS,CA,CA,120,2,New Business,Undefined,54253,0
HAYWARD,CA,CA,12,1,New Business,Undefined,51746,1
SAN FRANCISCO,CA,CA,16,1,New Business,Undefined,25000,1
FREMONT,CA,CA,10,1,New Business,Undefined,24737,1
TULSA,OK,OK,63,6,New Business,Undefined,90000,0
LONG BEACH,CA,CA,36,1,New Business,Undefined,10000,0
LOS ANGELES,CA,CA,22,2,New Business,Undefined,49000,1
SAN DIEGO,CA,CA,36,23,New Business,Undefined,50000,0
SAN ANSELMO,CA,CA,0,1,New Business,Undefined,29000,1
SAN ANSELMO,CA,CA,1,1,New Business,Undefined,50000,1
RAYNHAM (NORTH RAYNHAM),MA,CA,97,3,Existing Business,Urban,165000,1
SAN ANTONIO,TX,TX,60,3,Existing Business,Undefined,49992,0
SAN DIEGO,CA,CA,84,15,New Business,Undefined,30000,0
ALLENTOWN,PA,PA,40,4,New Business,Undefined,40677,0
SACRAMENTO,CA,CA,3,2,New Business,Undefined,65100,1
FOUNTAIN VALLEY,CA,CA,36,2,New Business,Undefined,50000,0
ORANGE,CA,CA,23,2,New Business,Undefined,30000,1
PHOENIX,AZ,CA,120,80,Existing Business,Urban,273000,0
SAN CARLOS,CA,DC,300,1,New Business,Undefined,319500,0
SPRING VALLEY,CA,CA,36,1,New Business,Undefined,100000,0
MADERA,CA,CA,36,5,New Business,Undefined,50000,0
GARDENA,CA,CA,36,3,New Business,Undefined,100000,0
HIALEAH,FL,NC,60,40,New Business,Undefined,100000,1
SUNNYVALE,CA,CA,36,2,New Business,Undefined,100000,0
NIXA,MO,MO,60,5,Existing Business,Undefined,28000,0
TECATE,CA,CA,82,1,New Business,Undefined,20000,0
CONCORD,CA,CA,36,3,New Business,Undefined,100000,0
RENO,NV,NV,120,1,Existing Business,Urban,221200,0
SAVANNAH,GA,GA,36,8,Existing Business,Undefined,78000,0
FRESNO,CA,CA,36,5,Existing Business,Undefined,50000,0
SANTA ANA,CA,CA,36,3,New Business,Undefined,32000,0
SAN MARCOS,CA,CA,36,5,New Business,Undefined,25000,0
ALPHARETTA,GA,GA,60,42,New Business,Urban,180500,0
ORANGE,CA,CA,36,3,New Business,Undefined,50000,0
SOUTH BEND,IN,IN,62,11,New Business,Rural,22500,0
SOUTH GATE,CA,CA,300,1,New Business,Undefined,405000,0
SAN MARCOS,CA,CA,36,17,New Business,Undefined,100000,0
MENASHA,WI,WI,36,17,New Business,Rural,50000,0
SUTTER CREEK,CA,CA,36,4,New Business,Undefined,75000,0
SAN DIEGO,CA,CA,36,8,New Business,Undefined,80000,0
LYNNWOOD,WA,WA,68,1,New Business,Urban,55500,0
SOUTH LAKE TAHOE,CA,CA,300,7,New Business,Undefined,823000,0
CHICAGO,IL,IL,84,16,New Business,Undefined,65000,0
LOS ANGELES,CA,CA,12,65,New Business,Undefined,100000,1
MOUNTAIN VIEW,CA,CA,36,3,New Business,Undefined,46000,0
EL CAJON,CA,CA,36,8,New Business,Undefined,100000,0
BROOKLYN,NY,SD,0,10,New Business,Urban,41847,1
TEMECULA,CA,CA,36,2,New Business,Undefined,100000,0
CUMMING,GA,NV,84,3,New Business,Rural,47746,0
BRIDGTON,ME,OH,60,9,New Business,Undefined,30000,0
SAN JOSE,CA,SD,120,10,New Business,Undefined,225000,0
SACRAMENTO,CA,CA,3,8,New Business,Undefined,100000,1
HOBBS,NM,NM,60,7,New Business,Rural,125000,0
CLEVELAND,OH,OH,120,18,Existing Business,Undefined,275000,1
IRVINE,CA,CA,300,10,New Business,Undefined,1046000,0
HUNTINGTON BEACH,CA,CA,35,3,New Business,Undefined,30000,1
EL CAJON,CA,IL,11,14,New Business,Rural,145011,1
SAN DIEGO,CA,CA,36,2,New Business,Undefined,20000,0
TRENTON,NJ,NJ,300,4,Existing Business,Undefined,225000,0
SACRAMENTO,CA,CA,83,1,New Business,Undefined,36700,0
LOS ANGELES,CA,CA,36,1,New Business,Undefined,12000,0
MAPLEWOOD,MN,MN,240,5,New Business,Urban,147000,0
SAN ANTONIO,TX,OR,5,2,Existing Business,Undefined,112000,1
HUNTINGTON BEACH,CA,CA,60,2,New Business,Undefined,50000,0
LOS ANGELES,CA,SD,17,20,Existing Business,Urban,107255,1
DALLAS,TX,DC,120,21,Existing Business,Undefined,190000,0
INDIO,CA,CA,84,9,New Business,Undefined,100000,0
GALVESTON,TX,CA,69,3,Existing Business,Urban,5000,1
LOS ANGELES,CA,CA,36,3,New Business,Undefined,85000,0
LEXINGTON,SC,SC,84,11,New Business,Undefined,424000,0
SAN DIEGO,CA,CA,36,10,New Business,Undefined,30000,0
REDLANDS,CA,CA,21,50,New Business,Undefined,50000,1
SUITLAND,MD,RI,120,2,New Business,Urban,459000,0
SANTA MONICA,CA,CA,120,1,New Business,Undefined,100000,0
SAN ANTONIO,TX,OR,90,2,Existing Business,Undefined,88000,0
LOS ANGELES,CA,CA,83,4,New Business,Undefined,50000,0
WAVELAND,MS,MS,86,2,New Business,Rural,93000,1
WESTMINSTER,CA,CA,36,30,New Business,Undefined,50108,0
LOS ANGELES,CA,CA,36,5,New Business,Undefined,50000,0
BELLE GLADE,FL,SD,120,12,New Business,Undefined,450000,0
LOS ANGELES,CA,CA,60,3,New Business,Undefined,100000,0
OSWEGO,NY,OH,84,1,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,60,25,New Business,Undefined,100000,0
FRESNO,CA,CA,36,1,New Business,Undefined,92000,0
HUNTSVILLE,AL,AL,240,25,Existing Business,Undefined,360000,0
FREMONT,CA,CA,43,3,New Business,Undefined,20000,1
ALBUQUERQUE,NM,IA,91,8,Existing Business,Undefined,104300,1
COSTA MESA,CA,CA,83,1,New Business,Undefined,60000,0
SANTEE,CA,CA,36,4,New Business,Undefined,17143,0
MCHENRY,IL,IL,90,2,New Business,Undefined,27000,0
SAN MARCOS,CA,CA,36,1,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,36,50,New Business,Undefined,100000,0
NEWARK,OH,OH,84,3,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,84,45,New Business,Undefined,75000,0
LEWISVILLE,TX,SC,288,20,New Business,Undefined,1200000,0
SAN FRANCISCO,CA,CA,36,1,New Business,Undefined,73250,0
DANVILLE,CA,CA,89,3,New Business,Undefined,80000,0
SEATTLE,WA,SD,84,1,New Business,Undefined,100000,0
SAN DIEGO,CA,CA,36,6,New Business,Undefined,50000,0
CORONA,CA,TX,276,8,New Business,Undefined,625000,0
FREMONT,CA,SD,84,9,New Business,Undefined,200000,0
WESTERVILLE,OH,IL,92,1,Existing Business,Undefined,166500,0
ESCONDIDO,CA,CA,82,2,New Business,Undefined,100000,0
LOUISVILLE,KY,KY,240,4,New Business,Undefined,464000,0
FRESNO,CA,CA,36,3,New Business,Undefined,20000,0
ALEXANDRIA,MN,MN,183,3,Existing Business,Undefined,133000,0
FRESNO,CA,CA,60,3,New Business,Undefined,30000,0
LAKEWOOD,CO,SD,120,2,New Business,Undefined,128000,0
CAPISTRANO BEACH,CA,CA,84,97,New Business,Undefined,50119,0
CANFIELD,OH,SD,60,1,New Business,Undefined,25000,0
VISTA,CA,CA,2,2,New Business,Undefined,40000,1
DOWNEY,CA,CA,83,10,New Business,Undefined,100000,0
FORT MEYERS BEACH,FL,SD,60,7,New Business,Undefined,16018,0
MONTE VISTA,CO,CA,36,2,New Business,Rural,25000,0
COLORADO SPRINGS,CO,CA,36,30,New Business,Urban,64263,0
FLINT,MI,OH,132,8,New Business,Undefined,525000,0
LOS ANGELES,CA,CA,36,8,New Business,Undefined,50000,0
MIAMI,FL,CA,34,8,New Business,Undefined,100000,1
DECATUR,GA,GA,60,7,New Business,Undefined,155000,0
EMPIRE,CA,CA,36,8,New Business,Rural,10000,0
PALMDALE,CA,CA,83,3,New Business,Undefined,242540,0
LOS ANGELES,CA,CA,14,1,New Business,Undefined,42440,1
LOS ANGELES,CA,SD,131,1,Existing Business,Undefined,346000,1
POMONA,CA,CA,60,7,New Business,Undefined,15000,0
GARDEN GROVE,CA,CA,300,45,New Business,Undefined,477000,0
COSTA MESA,CA,CA,36,2,New Business,Undefined,36900,0
CARSON,CA,CA,36,7,Existing Business,Undefined,100000,0
GILMANTON,NH,NH,84,2,Existing Business,Undefined,49000,0
LA VERNE,CA,CA,36,1,New Business,Undefined,10000,0
MARTINEZ,CA,CA,84,2,New Business,Undefined,51723,0
DESERT HOT SPRINGS,CA,CA,9,25,New Business,Undefined,107826,1
ORANGE,CA,CA,36,8,New Business,Undefined,50000,0
SEDONA,AZ,CA,84,8,New Business,Undefined,90000,0
MAYWOOD,CA,CA,120,2,New Business,Undefined,320000,0
HACIENDA HEIGHTS,CA,CA,36,3,New Business,Undefined,100000,0
HIALEAH,FL,CA,34,5,New Business,Undefined,100000,1
PAOLI,PA,PA,84,10,New Business,Undefined,100000,0
HESPERUS,CO,CA,78,20,New Business,Rural,50000,0
SCOTTSDALE,AZ,SD,99,25,New Business,Undefined,622000,0
HESPERUS,CO,CA,60,20,New Business,Rural,50000,0
MARION,OH,OH,60,4,Existing Business,Undefined,65787,0
LA MESA,CA,CA,84,10,New Business,Undefined,50000,0
LOS ANGELES,CA,CA,36,16,New Business,Undefined,60000,0
SALT LAKE CITY,UT,UT,300,100,New Business,Undefined,950000,0
SAN BERNARDINO,CA,CA,60,2,New Business,Undefined,20000,0
AUSTIN,TX,SD,300,6,New Business,Undefined,190000,0
LOS ANGELES,CA,CA,36,6,Existing Business,Undefined,76000,0
LAS VEGAS,NV,CA,0,10,New Business,Undefined,50000,1
SANTA FE,NM,TX,180,16,New Business,Undefined,600000,0
MONTEBELLO,CA,CA,10,1,New Business,Undefined,29980,1
DESERT CENTER,CA,CA,48,3,New Business,Undefined,20000,0
EAST HAMPTON,CT,SD,300,1,New Business,Undefined,128000,0
SAN DIEGO,CA,CA,36,6,New Business,Undefined,50000,0
FREMONT,CA,CA,120,4,New Business,Undefined,170000,0
SANTA ANA,CA,CA,36,2,New Business,Undefined,209199,0
DALY CITY,CA,CA,17,3,New Business,Undefined,50000,1
LONG BEACH,CA,CA,36,10,New Business,Undefined,100000,0
COSTA MESA,CA,CA,83,9,New Business,Undefined,43984,0
ST LOUIS,MO,OH,84,10,New Business,Urban,150000,0
SAN DIEGO,CA,CA,36,2,New Business,Undefined,100000,0
GRAND RAPIDS,MI,MI,72,8,New Business,Undefined,630000,0
LOS ANGELES,CA,CA,5,10,New Business,Undefined,150000,1
ALSIP,IL,DC,84,20,Existing Business,Undefined,550000,1
LITTLETON,CO,CA,36,4,New Business,Urban,60000,0
UNION BRIDGE,MD,MD,240,22,New Business,Rural,210000,0
TUSTIN,CA,CA,7,30,New Business,Undefined,50000,1
LYNWOOD,CA,CA,36,11,New Business,Undefined,100000,0
BLOOMFIELD,MI,TX,84,1,Existing Business,Undefined,235000,1
GOLDEN,CO,CA,36,5,New Business,Urban,100000,0
SARGENT,TX,CA,84,1,Existing Business,Urban,5000,0
SAN MARCOS,CA,CA,36,20,New Business,Undefined,50000,0
LAGUNA HILLS (LEISURE WORLD),CA,IL,54,3,Existing Business,Rural,90315,1
LAKESIDE,CA,CA,42,3,New Business,Rural,20000,1
LOS ANGELES,CA,CA,4,2,New Business,Undefined,98064,1
LOS ANGELES,CA,CA,18,2,New Business,Undefined,45446,1
HICKORY,NC,NC,60,2,New Business,Rural,30000,0
BYRON CENTER,MI,MI,84,7,New Business,Undefined,200000,0
IRVINE,CA,CA,83,4,New Business,Undefined,107014,0
MOUNTAIN VIEW,CA,CA,84,10,New Business,Undefined,175000,0
MILLBRAE,CA,CA,36,3,Existing Business,Undefined,50000,0
WESTBOROUGH,MA,RI,84,22,Existing Business,Undefined,200000,0
CAMERON PARK,CA,OR,129,5,Existing Business,Urban,248000,1
PALM DESERT,CA,CA,36,23,New Business,Undefined,63457,0
AMSTERDAM,NY,CT,216,5,Existing Business,Rural,233700,0
ANN ARBOR,MI,IL,97,7,New Business,Undefined,433218,0
LOS ANGELES,CA,CA,8,5,New Business,Undefined,250000,1
SILER CITY,NC,SC,300,4,Existing Business,Urban,640000,0
PHOENIX,AZ,SD,46,23,New Business,Undefined,89750,0
FAIRVIEW,NJ,NJ,120,2,Existing Business,Urban,170000,0
LOS ANGELES,CA,CA,29,2,New Business,Undefined,45000,1
SAN LEANDRO,CA,SD,27,1,New Business,Urban,85884,1
LOS ANGELES,CA,CA,84,2,New Business,Undefined,15000,0
PEQUOT LAKES,MN,MN,45,1,New Business,Rural,330000,1
SAN DIEGO,CA,CA,60,22,New Business,Undefined,100000,0
SPARKS,NV,CA,84,11,New Business,Undefined,100000,0
SAN ANTONIO,TX,CA,289,5,New Business,Urban,998000,0
DEWITT,IA,IA,60,9,New Business,Undefined,75000,0
DENVER,CO,CA,30,5,New Business,Urban,98500,1
ARLINGTON,TX,TX,36,7,New Business,Urban,205000,1
IRVINE,CA,CA,83,4,New Business,Undefined,50000,0
AURORA,CO,OH,37,25,Existing Business,Urban,150000,1
CALDWELL,NJ,IL,6,46,New Business,Undefined,100000,0
HOUSTON,TX,IL,60,4,New Business,Undefined,55000,0
BERKELEY,CA,CA,108,2,Existing Business,Urban,82168,0
MINNEAPOLIS,MN,MN,83,4,New Business,Undefined,150000,0
